State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Wisconsin,10/15/11,"9,638",10/8/11,"75,490","2,609,284",2.89
Wisconsin,10/22/11,"10,929",10/15/11,"74,776","2,609,284",2.87
Wisconsin,10/29/11,"12,249",10/22/11,"74,067","2,609,284",2.84
Wisconsin,11/5/11,"12,695",10/29/11,"75,936","2,609,284",2.91
Wisconsin,11/12/11,"12,900",11/5/11,"76,572","2,609,284",2.93
Wisconsin,11/19/11,"12,971",11/12/11,"79,587","2,609,284",3.05
Wisconsin,11/26/11,"21,143",11/19/11,"79,348","2,609,284",3.04
Wisconsin,12/3/11,"19,557",11/26/11,"102,912","2,609,284",3.94
Wisconsin,12/10/11,"14,391",12/3/11,"91,954","2,609,284",3.52
Wisconsin,12/17/11,"14,014",12/10/11,"102,823","2,609,284",3.94
Wisconsin,12/24/11,"17,594",12/17/11,"97,842","2,609,284",3.75
Wisconsin,12/31/11,"27,797",12/24/11,"106,347","2,609,284",4.08
Wisconsin,1/7/12,"20,140",12/31/11,"127,522","2,609,284",4.89
Wisconsin,1/14/12,"16,205",1/7/12,"127,980","2,618,373",4.89
Wisconsin,1/21/12,"13,917",1/14/12,"122,694","2,618,373",4.69
Wisconsin,1/28/12,"15,001",1/21/12,"125,258","2,618,373",4.78
Wisconsin,2/4/12,"13,563",1/28/12,"121,744","2,618,373",4.65
Wisconsin,2/11/12,"12,978",2/4/12,"119,985","2,618,373",4.58
Wisconsin,2/18/12,"12,299",2/11/12,"119,379","2,618,373",4.56
Wisconsin,2/25/12,"11,586",2/18/12,"117,538","2,618,373",4.49
Wisconsin,3/3/12,"11,997",2/25/12,"115,900","2,618,373",4.43
Wisconsin,3/10/12,"12,074",3/3/12,"115,063","2,618,373",4.39
Wisconsin,3/17/12,"11,121",3/10/12,"112,099","2,618,373",4.28
Wisconsin,3/24/12,"10,954",3/17/12,"107,432","2,618,373",4.1
Wisconsin,3/31/12,"9,863",3/24/12,"101,463","2,618,373",3.88
Wisconsin,4/7/12,"12,022",3/31/12,"95,344","2,618,373",3.64
Wisconsin,4/14/12,"12,983",4/7/12,"96,579","2,645,627",3.65
Wisconsin,4/21/12,"11,142",4/14/12,"92,495","2,645,627",3.5
Wisconsin,4/28/12,"10,398",4/21/12,"85,984","2,645,627",3.25
Wisconsin,5/5/12,"9,993",4/28/12,"81,479","2,645,627",3.08
Wisconsin,5/12/12,"10,274",5/5/12,"79,969","2,645,627",3.02
Wisconsin,5/19/12,"9,034",5/12/12,"76,266","2,645,627",2.88
Wisconsin,5/26/12,"9,479",5/19/12,"73,767","2,645,627",2.79
Wisconsin,6/2/12,"9,692",5/26/12,"72,088","2,645,627",2.72
Wisconsin,6/9/12,"10,964",6/2/12,"74,114","2,645,627",2.8
Wisconsin,6/16/12,"12,092",6/9/12,"72,580","2,645,627",2.74
Wisconsin,6/23/12,"10,548",6/16/12,"75,338","2,645,627",2.85
Wisconsin,6/30/12,"9,885",6/23/12,"75,810","2,645,627",2.87
Wisconsin,7/7/12,"14,500",6/30/12,"74,849","2,645,627",2.83
Wisconsin,7/14/12,"13,168",7/7/12,"90,831","2,651,170",3.43
Wisconsin,7/21/12,"8,741",7/14/12,"80,437","2,651,170",3.03
Wisconsin,7/28/12,"8,639",7/21/12,"77,862","2,651,170",2.94
Wisconsin,8/4/12,"9,170",7/28/12,"76,589","2,651,170",2.89
Wisconsin,8/11/12,"8,959",8/4/12,"76,273","2,651,170",2.88
Wisconsin,8/18/12,"8,420",8/11/12,"75,262","2,651,170",2.84
Wisconsin,8/25/12,"8,570",8/18/12,"73,156","2,651,170",2.76
Wisconsin,9/1/12,"8,724",8/25/12,"71,975","2,651,170",2.71
Wisconsin,9/8/12,"9,712",9/1/12,"70,314","2,651,170",2.65
Wisconsin,9/15/12,"9,293",9/8/12,"67,913","2,651,170",2.56
Wisconsin,9/22/12,"8,081",9/15/12,"63,641","2,651,170",2.4
Wisconsin,9/29/12,"8,445",9/22/12,"62,214","2,651,170",2.35
Wisconsin,10/6/12,"9,555",9/29/12,"61,156","2,651,170",2.31
Wisconsin,10/13/12,"10,434",10/6/12,"61,887","2,657,785",2.33
Wisconsin,10/20/12,"10,458",10/13/12,"65,543","2,657,785",2.47
Wisconsin,10/27/12,"11,047",10/20/12,"67,089","2,657,785",2.52
Wisconsin,11/3/12,"10,862",10/27/12,"67,093","2,657,785",2.52
Wisconsin,11/10/12,"12,536",11/3/12,"69,340","2,657,785",2.61
Wisconsin,11/17/12,"12,702",11/10/12,"70,318","2,657,785",2.65
Wisconsin,11/24/12,"18,578",11/17/12,"71,594","2,657,785",2.69
Wisconsin,12/1/12,"18,487",11/24/12,"91,389","2,657,785",3.44
Wisconsin,12/8/12,"12,761",12/1/12,"82,811","2,657,785",3.12
Wisconsin,12/15/12,"13,069",12/8/12,"85,142","2,657,785",3.2
Wisconsin,12/22/12,"15,902",12/15/12,"87,066","2,657,785",3.28
Wisconsin,12/29/12,"22,650",12/22/12,"91,217","2,657,785",3.43
Wisconsin,1/5/13,"18,424",12/29/12,"111,930","2,657,785",4.21
Wisconsin,1/12/13,"15,241",1/5/13,"113,287","2,666,071",4.25
Wisconsin,1/19/13,"13,156",1/12/13,"111,635","2,666,071",4.19
Wisconsin,1/26/13,"12,386",1/19/13,"108,149","2,666,071",4.06
Wisconsin,2/2/13,"13,684",1/26/13,"110,665","2,666,071",4.15
Wisconsin,2/9/13,"12,014",2/2/13,"109,060","2,666,071",4.09
Wisconsin,2/16/13,"10,776",2/9/13,"105,815","2,666,071",3.97
Wisconsin,2/23/13,"11,392",2/16/13,"104,088","2,666,071",3.9
Wisconsin,3/2/13,"11,306",2/23/13,"103,544","2,666,071",3.88
Wisconsin,3/9/13,"11,227",3/2/13,"102,113","2,666,071",3.83
Wisconsin,3/16/13,"10,954",3/9/13,"100,715","2,666,071",3.78
Wisconsin,3/23/13,"10,700",3/16/13,"98,479","2,666,071",3.69
Wisconsin,3/30/13,"12,283",3/23/13,"96,596","2,666,071",3.62
Wisconsin,4/6/13,"13,407",3/30/13,"96,773","2,666,071",3.63
Wisconsin,4/13/13,"12,389",4/6/13,"93,338","2,655,487",3.51
Wisconsin,4/20/13,"12,413",4/13/13,"94,453","2,655,487",3.56
Wisconsin,4/27/13,"9,790",4/20/13,"88,674","2,655,487",3.34
Wisconsin,5/4/13,"9,060",4/27/13,"80,267","2,655,487",3.02
Wisconsin,5/11/13,"9,172",5/4/13,"74,947","2,655,487",2.82
Wisconsin,5/18/13,"8,722",5/11/13,"69,691","2,655,487",2.62
Wisconsin,5/25/13,"8,923",5/18/13,"66,210","2,655,487",2.49
Wisconsin,6/1/13,"9,052",5/25/13,"64,698","2,655,487",2.44
Wisconsin,6/8/13,"10,099",6/1/13,"65,932","2,655,487",2.48
Wisconsin,6/15/13,"10,617",6/8/13,"63,616","2,655,487",2.4
Wisconsin,6/22/13,"10,181",6/15/13,"65,669","2,655,487",2.47
Wisconsin,6/29/13,"8,897",6/22/13,"67,623","2,655,487",2.55
Wisconsin,7/6/13,"11,767",6/29/13,"65,717","2,655,487",2.47
Wisconsin,7/13/13,"10,758",7/6/13,"73,007","2,664,252",2.74
Wisconsin,7/20/13,"7,434",7/13/13,"69,990","2,664,252",2.63
Wisconsin,7/27/13,"7,613",7/20/13,"66,536","2,664,252",2.5
Wisconsin,8/3/13,"7,931",7/27/13,"65,380","2,664,252",2.45
Wisconsin,8/10/13,"7,725",8/3/13,"64,614","2,664,252",2.43
Wisconsin,8/17/13,"7,584",8/10/13,"64,435","2,664,252",2.42
Wisconsin,8/24/13,"7,499",8/17/13,"62,895","2,664,252",2.36
Wisconsin,8/31/13,"7,144",8/24/13,"61,609","2,664,252",2.31
Wisconsin,9/7/13,"7,182",8/31/13,"59,031","2,664,252",2.22
Wisconsin,9/14/13,"7,593",9/7/13,"55,536","2,664,252",2.08
Wisconsin,9/21/13,"7,219",9/14/13,"53,066","2,664,252",1.99
Wisconsin,9/28/13,"7,195",9/21/13,"52,216","2,664,252",1.96
Wisconsin,10/5/13,"7,991",9/28/13,"51,845","2,664,252",1.95
Wisconsin,10/12/13,"8,667",10/5/13,"52,087","2,671,431",1.95
Wisconsin,10/19/13,"8,663",10/12/13,"55,406","2,671,431",2.07
Wisconsin,10/26/13,"9,294",10/19/13,"55,171","2,671,431",2.07
Wisconsin,11/2/13,"9,520",10/26/13,"56,532","2,671,431",2.12
Wisconsin,11/9/13,"10,315",11/2/13,"57,192","2,671,431",2.14
Wisconsin,11/16/13,"10,050",11/9/13,"58,826","2,671,431",2.2
Wisconsin,11/23/13,"10,870",11/16/13,"60,774","2,671,431",2.27
Wisconsin,11/30/13,"15,290",11/23/13,"61,798","2,671,431",2.31
Wisconsin,12/7/13,"16,896",11/30/13,"79,536","2,671,431",2.98
Wisconsin,12/14/13,"12,075",12/7/13,"75,067","2,671,431",2.81
Wisconsin,12/21/13,"12,933",12/14/13,"79,270","2,671,431",2.97
Wisconsin,12/28/13,"16,577",12/21/13,"77,713","2,671,431",2.91
Wisconsin,1/4/14,"18,091",12/28/13,"94,831","2,671,431",3.55
Wisconsin,1/11/14,"15,514",1/4/14,"102,910","2,702,000",3.81
Wisconsin,1/18/14,"12,239",1/11/14,"104,742","2,702,000",3.88
Wisconsin,1/25/14,"9,720",1/18/14,"95,478","2,702,000",3.53
Wisconsin,2/1/14,"14,761",1/25/14,"98,731","2,702,000",3.65
Wisconsin,2/8/14,"13,952",2/1/14,"102,939","2,702,000",3.81
Wisconsin,2/15/14,"10,725",2/8/14,"99,614","2,702,000",3.69
Wisconsin,2/22/14,"9,784",2/15/14,"95,604","2,702,000",3.54
Wisconsin,3/1/14,"10,034",2/22/14,"93,011","2,702,000",3.44
Wisconsin,3/8/14,"10,864",3/1/14,"92,368","2,702,000",3.42
Wisconsin,3/15/14,"9,809",3/8/14,"87,799","2,702,000",3.25
Wisconsin,3/22/14,"9,784",3/15/14,"87,212","2,702,000",3.23
Wisconsin,3/29/14,"9,828",3/22/14,"84,312","2,702,000",3.12
Wisconsin,4/5/14,"10,029",3/29/14,"82,285","2,702,000",3.05
Wisconsin,4/12/14,"9,684",4/5/14,"76,387","2,685,041",2.84
Wisconsin,4/19/14,"9,538",4/12/14,"71,357","2,685,041",2.66
Wisconsin,4/26/14,"10,296",4/19/14,"71,049","2,685,041",2.65
Wisconsin,5/3/14,"9,229",4/26/14,"65,711","2,685,041",2.45
Wisconsin,5/10/14,"9,046",5/3/14,"62,975","2,685,041",2.35
Wisconsin,5/17/14,"7,176",5/10/14,"56,079","2,685,041",2.09
Wisconsin,5/24/14,"7,845",5/17/14,"53,222","2,685,041",1.98
Wisconsin,5/31/14,"7,364",5/24/14,"50,748","2,685,041",1.89
Wisconsin,6/7/14,"8,163",5/31/14,"51,441","2,685,041",1.92
Wisconsin,6/14/14,"8,705",6/7/14,"50,024","2,685,041",1.86
Wisconsin,6/21/14,"9,938",6/14/14,"50,701","2,685,041",1.89
Wisconsin,6/28/14,"8,875",6/21/14,"54,337","2,685,041",2.02
Wisconsin,7/5/14,"8,984",6/28/14,"52,695","2,685,041",1.96
Wisconsin,7/12/14,"10,135",7/5/14,"58,489","2,691,663",2.17
Wisconsin,7/19/14,"6,416",7/12/14,"54,232","2,691,663",2.01
Wisconsin,7/26/14,"6,442",7/19/14,"52,041","2,691,663",1.93
Wisconsin,8/2/14,"6,399",7/26/14,"49,747","2,691,663",1.85
Wisconsin,8/9/14,"6,235",8/2/14,"50,455","2,691,663",1.87
Wisconsin,8/16/14,"5,881",8/9/14,"50,567","2,691,663",1.88
Wisconsin,8/23/14,"6,020",8/16/14,"49,694","2,691,663",1.85
Wisconsin,8/30/14,"6,432",8/23/14,"48,205","2,691,663",1.79
Wisconsin,9/6/14,"6,151",8/30/14,"46,789","2,691,663",1.74
Wisconsin,9/13/14,"5,764",9/6/14,"42,707","2,691,663",1.59
Wisconsin,9/20/14,"5,271",9/13/14,"38,704","2,691,663",1.44
Wisconsin,9/27/14,"5,253",9/20/14,"37,741","2,691,663",1.4
Wisconsin,10/4/14,"6,665",9/27/14,"36,905","2,691,663",1.37
Wisconsin,10/11/14,"6,942",10/4/14,"37,821","2,699,398",1.4
Wisconsin,10/18/14,"6,589",10/11/14,"37,660","2,699,398",1.4
Wisconsin,10/25/14,"6,852",10/18/14,"38,012","2,699,398",1.41
Wisconsin,11/1/14,"7,537",10/25/14,"39,658","2,699,398",1.47
Wisconsin,11/8/14,"8,567",11/1/14,"41,421","2,699,398",1.53
Wisconsin,11/15/14,"9,781",11/8/14,"42,071","2,699,398",1.56
Wyoming,1/1/00,498,12/25/99,"3,417","214,999",1.59
Wyoming,1/8/00,882,1/1/00,"4,260","215,373",1.98
Wyoming,1/15/00,719,1/8/00,"3,738","215,373",1.74
Wyoming,1/22/00,498,1/15/00,"4,870","215,373",2.26
Wyoming,1/29/00,544,1/22/00,"4,102","215,373",1.9
Wyoming,2/5/00,526,1/29/00,"4,773","215,373",2.22
Wyoming,2/12/00,458,2/5/00,"4,202","215,373",1.95
Wyoming,2/19/00,427,2/12/00,"4,867","215,373",2.26
Wyoming,2/26/00,382,2/19/00,"4,059","215,373",1.88
Wyoming,3/4/00,389,2/26/00,"4,679","215,373",2.17
Wyoming,3/11/00,420,3/4/00,"3,925","215,373",1.82
Wyoming,3/18/00,443,3/11/00,"4,345","215,373",2.02
Wyoming,3/25/00,451,3/18/00,"3,787","215,373",1.76
Wyoming,4/1/00,341,3/25/00,"4,005","215,373",1.86
Wyoming,4/8/00,472,4/1/00,"3,662","216,389",1.69
Wyoming,4/15/00,388,4/8/00,"3,339","216,389",1.54
Wyoming,4/22/00,381,4/15/00,"3,362","216,389",1.55
Wyoming,4/29/00,359,4/22/00,"2,961","216,389",1.37
Wyoming,5/6/00,288,4/29/00,"3,147","216,389",1.45
Wyoming,5/13/00,283,5/6/00,"2,643","216,389",1.22
Wyoming,5/20/00,313,5/13/00,"2,639","216,389",1.22
Wyoming,5/27/00,293,5/20/00,"2,342","216,389",1.08
Wyoming,6/3/00,280,5/27/00,"2,433","216,389",1.12
Wyoming,6/10/00,356,6/3/00,"2,097","216,389",0.97
Wyoming,6/17/00,309,6/10/00,"2,335","216,389",1.08
Wyoming,6/24/00,267,6/17/00,"2,190","216,389",1.01
Wyoming,7/1/00,222,6/24/00,"2,138","216,389",0.99
Wyoming,7/8/00,300,7/1/00,"1,981","217,722",0.91
Wyoming,7/15/00,288,7/8/00,"2,098","217,722",0.96
Wyoming,7/22/00,265,7/15/00,"2,168","217,722",1
Wyoming,7/29/00,233,7/22/00,"1,945","217,722",0.89
Wyoming,8/5/00,245,7/29/00,"2,098","217,722",0.96
Wyoming,8/12/00,195,8/5/00,"1,904","217,722",0.87
Wyoming,8/19/00,215,8/12/00,"2,097","217,722",0.96
Wyoming,8/26/00,234,8/19/00,"1,778","217,722",0.82
Wyoming,9/2/00,238,8/26/00,"1,883","217,722",0.86
Wyoming,9/9/00,199,9/2/00,"1,611","217,722",0.74
Wyoming,9/16/00,253,9/9/00,"1,792","217,722",0.82
Wyoming,9/23/00,233,9/16/00,"1,630","217,722",0.75
Wyoming,9/30/00,261,9/23/00,"1,677","217,722",0.77
Wyoming,10/7/00,404,9/30/00,"1,697","219,374",0.77
Wyoming,10/14/00,366,10/7/00,"1,672","219,374",0.76
Wyoming,10/21/00,428,10/14/00,"1,964","219,374",0.9
Wyoming,10/28/00,419,10/21/00,"1,859","219,374",0.85
Wyoming,11/4/00,532,10/28/00,"2,154","219,374",0.98
Wyoming,11/11/00,682,11/4/00,"2,056","219,374",0.94
Wyoming,11/18/00,944,11/11/00,"2,806","219,374",1.28
Wyoming,11/25/00,470,11/18/00,"2,961","219,374",1.35
Wyoming,12/2/00,680,11/25/00,"3,553","219,374",1.62
Wyoming,12/9/00,536,12/2/00,"3,169","219,374",1.44
Wyoming,12/16/00,787,12/9/00,"3,615","219,374",1.65
Wyoming,12/23/00,681,12/16/00,"3,455","219,374",1.57
Wyoming,12/30/00,511,12/23/00,"4,122","219,374",1.88
Wyoming,1/6/01,534,12/30/00,"4,096","219,374",1.87
Wyoming,1/13/01,785,1/6/01,"4,692","220,667",2.13
Wyoming,1/20/01,471,1/13/01,"3,197","220,667",1.45
Wyoming,1/27/01,499,1/20/01,"4,999","220,667",2.27
Wyoming,2/3/01,417,1/27/01,"3,933","220,667",1.78
Wyoming,2/10/01,436,2/3/01,"4,849","220,667",2.2
Wyoming,2/17/01,400,2/10/01,"4,049","220,667",1.83
Wyoming,2/24/01,329,2/17/01,"4,872","220,667",2.21
Wyoming,3/3/01,371,2/24/01,"4,102","220,667",1.86
Wyoming,3/10/01,438,3/3/01,"4,586","220,667",2.08
Wyoming,3/17/01,373,3/10/01,"3,951","220,667",1.79
Wyoming,3/24/01,286,3/17/01,"4,435","220,667",2.01
Wyoming,3/31/01,255,3/24/01,"3,662","220,667",1.66
Wyoming,4/7/01,433,3/31/01,"3,770","220,667",1.71
Wyoming,4/14/01,383,4/7/01,"3,074","222,102",1.38
Wyoming,4/21/01,334,4/14/01,"3,575","222,102",1.61
Wyoming,4/28/01,224,4/21/01,"2,827","222,102",1.27
Wyoming,5/5/01,249,4/28/01,"2,901","222,102",1.31
Wyoming,5/12/01,266,5/5/01,"2,456","222,102",1.11
Wyoming,5/19/01,205,5/12/01,"2,595","222,102",1.17
Wyoming,5/26/01,232,5/19/01,"2,197","222,102",0.99
Wyoming,6/2/01,174,5/26/01,"2,142","222,102",0.96
Wyoming,6/9/01,339,6/2/01,"2,026","222,102",0.91
Wyoming,6/16/01,264,6/9/01,"2,206","222,102",0.99
Wyoming,6/23/01,205,6/16/01,"2,195","222,102",0.99
Wyoming,6/30/01,181,6/23/01,"2,155","222,102",0.97
Wyoming,7/7/01,227,6/30/01,"2,017","222,102",0.91
Wyoming,7/14/01,199,7/7/01,"2,030","223,384",0.91
Wyoming,7/21/01,177,7/14/01,"2,061","223,384",0.92
Wyoming,7/28/01,168,7/21/01,"1,914","223,384",0.86
Wyoming,8/4/01,182,7/28/01,"2,100","223,384",0.94
Wyoming,8/11/01,165,8/4/01,"1,806","223,384",0.81
Wyoming,8/18/01,175,8/11/01,"2,029","223,384",0.91
Wyoming,8/25/01,180,8/18/01,"1,728","223,384",0.77
Wyoming,9/1/01,171,8/25/01,"1,891","223,384",0.85
Wyoming,9/8/01,177,9/1/01,"1,560","223,384",0.7
Wyoming,9/15/01,194,9/8/01,"1,718","223,384",0.77
Wyoming,9/22/01,236,9/15/01,"1,582","223,384",0.71
Wyoming,9/29/01,253,9/22/01,"1,666","223,384",0.75
Wyoming,10/6/01,271,9/29/01,"1,606","223,384",0.72
Wyoming,10/13/01,334,10/6/01,"1,740","224,869",0.77
Wyoming,10/20/01,368,10/13/01,"1,771","224,869",0.79
Wyoming,10/27/01,393,10/20/01,"2,026","224,869",0.9
Wyoming,11/3/01,406,10/27/01,"1,992","224,869",0.89
Wyoming,11/10/01,494,11/3/01,"2,420","224,869",1.08
Wyoming,11/17/01,512,11/10/01,"2,346","224,869",1.04
Wyoming,11/24/01,452,11/17/01,"2,779","224,869",1.24
Wyoming,12/1/01,771,11/24/01,"2,921","224,869",1.3
Wyoming,12/8/01,697,12/1/01,"3,383","224,869",1.5
Wyoming,12/15/01,555,12/8/01,"4,030","224,869",1.79
Wyoming,12/22/01,587,12/15/01,"3,737","224,869",1.66
Wyoming,12/29/01,558,12/22/01,"3,918","224,869",1.74
Wyoming,1/5/02,632,12/29/01,"4,372","224,869",1.94
Wyoming,1/12/02,904,1/5/02,"4,974","226,656",2.19
Wyoming,1/19/02,674,1/12/02,"4,853","226,656",2.14
Wyoming,1/26/02,556,1/19/02,"5,172","226,656",2.28
Wyoming,2/2/02,548,1/26/02,"4,494","226,656",1.98
Wyoming,2/9/02,615,2/2/02,"5,251","226,656",2.32
Wyoming,2/16/02,491,2/9/02,"5,042","226,656",2.22
Wyoming,2/23/02,429,2/16/02,"5,339","226,656",2.36
Wyoming,3/2/02,528,2/23/02,"4,993","226,656",2.2
Wyoming,3/9/02,491,3/2/02,"5,300","226,656",2.34
Wyoming,3/16/02,445,3/9/02,"5,130","226,656",2.26
Wyoming,3/23/02,417,3/16/02,"5,199","226,656",2.29
Wyoming,3/30/02,430,3/23/02,"4,799","226,656",2.12
Wyoming,4/6/02,543,3/30/02,"4,991","226,656",2.2
Wyoming,4/13/02,609,4/6/02,"4,609","228,822",2.01
Wyoming,4/20/02,783,4/13/02,"5,620","228,822",2.46
Wyoming,4/27/02,402,4/20/02,"4,327","228,822",1.89
Wyoming,5/4/02,337,4/27/02,"3,957","228,822",1.73
Wyoming,5/11/02,369,5/4/02,"3,849","228,822",1.68
Wyoming,5/18/02,383,5/11/02,"3,627","228,822",1.59
Wyoming,5/25/02,403,5/18/02,"3,353","228,822",1.47
Wyoming,6/1/02,352,5/25/02,"3,194","228,822",1.4
Wyoming,6/8/02,441,6/1/02,"3,053","228,822",1.33
Wyoming,6/15/02,390,6/8/02,"2,960","228,822",1.29
Wyoming,6/22/02,406,6/15/02,"3,142","228,822",1.37
Wyoming,6/29/02,320,6/22/02,"2,965","228,822",1.3
Wyoming,7/6/02,302,6/29/02,"2,922","228,822",1.28
Wyoming,7/13/02,412,7/6/02,"2,947","230,451",1.28
Wyoming,7/20/02,389,7/13/02,"3,044","230,451",1.32
Wyoming,7/27/02,337,7/20/02,"2,998","230,451",1.3
Wyoming,8/3/02,341,7/27/02,"2,844","230,451",1.23
Wyoming,8/10/02,355,8/3/02,"2,858","230,451",1.24
Wyoming,8/17/02,305,8/10/02,"2,831","230,451",1.23
Wyoming,8/24/02,378,8/17/02,"2,759","230,451",1.2
Wyoming,8/31/02,365,8/24/02,"2,663","230,451",1.16
Wyoming,9/7/02,360,8/31/02,"2,562","230,451",1.11
Wyoming,9/14/02,412,9/7/02,"2,615","230,451",1.13
Wyoming,9/21/02,400,9/14/02,"2,585","230,451",1.12
Wyoming,9/28/02,363,9/21/02,"2,592","230,451",1.12
Wyoming,10/5/02,538,9/28/02,"2,630","230,451",1.14
Wyoming,10/12/02,499,10/5/02,"2,563","230,870",1.11
Wyoming,10/19/02,483,10/12/02,"2,737","230,870",1.19
Wyoming,10/26/02,650,10/19/02,"2,854","230,870",1.24
Wyoming,11/2/02,849,10/26/02,"2,872","230,870",1.24
Wyoming,11/9/02,917,11/2/02,"3,353","230,870",1.45
Wyoming,11/16/02,686,11/9/02,"3,862","230,870",1.67
Wyoming,11/23/02,689,11/16/02,"4,044","230,870",1.75
Wyoming,11/30/02,828,11/23/02,"4,001","230,870",1.73
Wyoming,12/7/02,856,11/30/02,"4,606","230,870",2
Wyoming,12/14/02,753,12/7/02,"5,056","230,870",2.19
Wyoming,12/21/02,728,12/14/02,"5,119","230,870",2.22
Wyoming,12/28/02,757,12/21/02,"4,814","230,870",2.09
Wyoming,1/4/03,738,12/28/02,"5,560","230,870",2.41
Wyoming,1/11/03,990,1/4/03,"6,066","230,870",2.63
Wyoming,1/18/03,816,1/11/03,"5,895","231,439",2.55
Wyoming,1/25/03,687,1/18/03,"6,075","231,439",2.62
Wyoming,2/1/03,714,1/25/03,"6,168","231,439",2.67
Wyoming,2/8/03,743,2/1/03,"6,165","231,439",2.66
Wyoming,2/15/03,617,2/8/03,"6,252","231,439",2.7
Wyoming,2/22/03,544,2/15/03,"6,460","231,439",2.79
Wyoming,3/1/03,615,2/22/03,"6,063","231,439",2.62
Wyoming,3/8/03,550,3/1/03,"6,319","231,439",2.73
Wyoming,3/15/03,471,3/8/03,"6,230","231,439",2.69
Wyoming,3/22/03,681,3/15/03,"5,913","231,439",2.55
Wyoming,3/29/03,554,3/22/03,"5,897","231,439",2.55
Wyoming,4/5/03,548,3/29/03,"6,220","231,439",2.69
Wyoming,4/12/03,647,4/5/03,"5,225","231,835",2.25
Wyoming,4/19/03,457,4/12/03,"5,083","231,835",2.19
Wyoming,4/26/03,389,4/19/03,"5,031","231,835",2.17
Wyoming,5/3/03,469,4/26/03,"4,524","231,835",1.95
Wyoming,5/10/03,467,5/3/03,"4,538","231,835",1.96
Wyoming,5/17/03,377,5/10/03,"4,110","231,835",1.77
Wyoming,5/24/03,342,5/17/03,"4,128","231,835",1.78
Wyoming,5/31/03,401,5/24/03,"3,301","231,835",1.42
Wyoming,6/7/03,456,5/31/03,"3,564","231,835",1.54
Wyoming,6/14/03,365,6/7/03,"3,314","231,835",1.43
Wyoming,6/21/03,356,6/14/03,"3,451","231,835",1.49
Wyoming,6/28/03,327,6/21/03,"3,085","231,835",1.33
Wyoming,7/5/03,335,6/28/03,"3,073","231,835",1.33
Wyoming,7/12/03,425,7/5/03,"3,109","232,054",1.34
Wyoming,7/19/03,350,7/12/03,"3,100","232,054",1.34
Wyoming,7/26/03,262,7/19/03,"3,014","232,054",1.3
Wyoming,8/2/03,318,7/26/03,"2,834","232,054",1.22
Wyoming,8/9/03,304,8/2/03,"2,787","232,054",1.2
Wyoming,8/16/03,291,8/9/03,"2,803","232,054",1.21
Wyoming,8/23/03,327,8/16/03,"2,780","232,054",1.2
Wyoming,8/30/03,323,8/23/03,"2,555","232,054",1.1
Wyoming,9/6/03,290,8/30/03,"2,624","232,054",1.13
Wyoming,9/13/03,329,9/6/03,"2,444","232,054",1.05
Wyoming,9/20/03,343,9/13/03,"2,505","232,054",1.08
Wyoming,9/27/03,311,9/20/03,"2,262","232,054",0.97
Wyoming,10/4/03,394,9/27/03,"2,409","232,054",1.04
Wyoming,10/11/03,508,10/4/03,"2,366","232,107",1.02
Wyoming,10/18/03,463,10/11/03,"2,418","232,107",1.04
Wyoming,10/25/03,475,10/18/03,"2,662","232,107",1.15
Wyoming,11/1/03,617,10/25/03,"2,605","232,107",1.12
Wyoming,11/8/03,"1,038",11/1/03,"2,929","232,107",1.26
Wyoming,11/15/03,638,11/8/03,"3,165","232,107",1.36
Wyoming,11/22/03,637,11/15/03,"4,018","232,107",1.73
Wyoming,11/29/03,723,11/22/03,"3,449","232,107",1.49
Wyoming,12/6/03,663,11/29/03,"4,417","232,107",1.9
Wyoming,12/13/03,712,12/6/03,"4,146","232,107",1.79
Wyoming,12/20/03,644,12/13/03,"4,574","232,107",1.97
Wyoming,12/27/03,786,12/20/03,"4,346","232,107",1.87
Wyoming,1/3/04,576,12/27/03,"4,848","232,107",2.09
Wyoming,1/10/04,"1,076",1/3/04,"5,362","232,428",2.31
Wyoming,1/17/04,770,1/10/04,"5,149","232,428",2.22
Wyoming,1/24/04,550,1/17/04,"5,782","232,428",2.49
Wyoming,1/31/04,582,1/24/04,"5,298","232,428",2.28
Wyoming,2/7/04,631,1/31/04,"5,471","232,428",2.35
Wyoming,2/14/04,601,2/7/04,"5,236","232,428",2.25
Wyoming,2/21/04,399,2/14/04,"5,706","232,428",2.45
Wyoming,2/28/04,480,2/21/04,"5,186","232,428",2.23
Wyoming,3/6/04,590,2/28/04,"5,261","232,428",2.26
Wyoming,3/13/04,467,3/6/04,"5,038","232,428",2.17
Wyoming,3/20/04,416,3/13/04,"5,254","232,428",2.26
Wyoming,3/27/04,378,3/20/04,"4,732","232,428",2.04
Wyoming,4/3/04,411,3/27/04,"4,571","232,428",1.97
Wyoming,4/10/04,621,4/3/04,"3,950","233,067",1.69
Wyoming,4/17/04,426,4/10/04,"4,009","233,067",1.72
Wyoming,4/24/04,365,4/17/04,"4,010","233,067",1.72
Wyoming,5/1/04,325,4/24/04,"3,703","233,067",1.59
Wyoming,5/8/04,315,5/1/04,"3,667","233,067",1.57
Wyoming,5/15/04,333,5/8/04,"3,316","233,067",1.42
Wyoming,5/22/04,362,5/15/04,"3,363","233,067",1.44
Wyoming,5/29/04,420,5/22/04,"3,028","233,067",1.3
